NEW-Gene-ID,Zscore,Direction,P
MSI1,0.527,+,0.5983
RNF19B,0.527,+,0.5983
ERVFRD-1,-0.526,-,0.5985
ABCG5,-0.526,-,0.5986
AJAP1,0.526,+,0.5987
DDIT4,0.526,+,0.5989
KIAA0226L,0.526,+,0.599
ATP6V1H,0.526,+,0.5992
SLC38A5,-0.525,-,0.5996
CAT,0.524,+,0.6003
CPXM2,0.524,+,0.6006
RNF220,0.523,+,0.6012
KDM5C,-0.522,-,0.6015
PVRL3,0.522,+,0.602
ADAMTS19,0.522,+,0.602
FAM131A,-0.52,-,0.6028
AMICA1,-0.52,-,0.6029
NDUFA1,0.52,+,0.603
MSL3,0.52,+,0.603
PAPOLG,-0.52,-,0.6032
ADAMTS6,-0.519,-,0.6036
GMEB2,-0.518,-,0.6047
CYTH1,0.518,+,0.6047
BAZ2B,0.516,+,0.6056
HERPUD1,0.516,+,0.6057
TTC23L,0.515,+,0.6064
FOXC2,-0.515,-,0.6065
AOC2,0.515,+,0.6065
EEF2K,-0.514,-,0.6072
CCDC112,0.514,+,0.6076
CYP2S1,-0.514,-,0.6076
MMAA,0.513,+,0.6081
CNGB1,0.512,+,0.6085
CAMSAP1,-0.512,-,0.6086
PPM1H,0.512,+,0.6087
MEF2A,0.512,+,0.6089
LXN,-0.511,-,0.609
UBFD1,0.51,+,0.6098
POLR2J,0.51,+,0.61
VAMP4,-0.51,-,0.6101
PREB,0.51,+,0.6103
ACKR2,-0.51,-,0.6104
ELOF1,0.509,+,0.6107
JRK,0.509,+,0.6107
ZNF679,0.509,+,0.6107
CCNL1,-0.508,-,0.6111
MKS1,-0.508,-,0.6111
PSPC1,-0.508,-,0.6111
SLC35A4,0.508,+,0.6111
SAPCD2,0.508,+,0.6111
BTBD1,-0.509,-,0.6111
CENPN,-0.508,-,0.6112
RNASEH2A,-0.508,-,0.6113
NLRP6,-0.508,-,0.6113
VAV2,0.508,+,0.6113
ABCC11,0.508,+,0.6113
ATAT1,-0.508,-,0.6113
C10orf76,0.507,+,0.6121
RTN4R,-0.506,-,0.6126
SAR1B,-0.506,-,0.6128
TNFRSF1A,-0.506,-,0.6128
ZNF483,-0.506,-,0.6128
ZNF672,0.505,+,0.6137
GHITM,-0.505,-,0.6138
IKZF1,0.503,+,0.6152
PCYOX1,0.503,+,0.6153
MYOM2,-0.502,-,0.6156
MAP4K1,-0.502,-,0.6157
SF3B4,-0.501,-,0.6161
ACTR8,0.501,+,0.6165
FICD,0.5,+,0.617
TESC,0.5,+,0.6174
CETN1,0.499,+,0.6179
TAF1B,-0.499,-,0.618
SPC24,0.498,+,0.6182
GPR179,0.498,+,0.6185
STK35,0.498,+,0.6187
WNT1,0.498,+,0.6187
TMUB1,0.497,+,0.6191
PCDHGB4,-0.496,-,0.6199
UCK1,-0.496,-,0.62
TPH1,-0.496,-,0.62
CLOCK,-0.496,-,0.6202
EXOC5,-0.495,-,0.6203
C14orf1,0.495,+,0.6208
UNC5C,0.495,+,0.6208
MRGBP,-0.494,-,0.6211
SMOX,-0.494,-,0.6212
COA1,-0.494,-,0.6214
LSM11,-0.494,-,0.6215
SYT7,0.493,+,0.6221
PIP4K2A,0.493,+,0.6223
MIR7-3HG,-0.492,-,0.6224
GOLGA6L1,0.492,+,0.6227
DRD3,0.491,+,0.6232
DUSP12,-0.491,-,0.6234
NXN,-0.49,-,0.6239
RFWD3,-0.49,-,0.6239
SDC2,-0.49,-,0.6239
OR4L1,-0.49,-,0.6244
BRD7P3,-0.489,-,0.6247
FGD6,0.489,+,0.6247
COPZ1,-0.488,-,0.6252
CHCHD1,0.488,+,0.6255
GIT1,-0.488,-,0.6257
ARID1B,-0.488,-,0.6259
RNASE10,0.487,+,0.6263
AGO2,0.487,+,0.6263
M6PR,0.487,+,0.6265
SDCBP,-0.486,-,0.6269
NIPBL,-0.485,-,0.6274
ERAL1,0.484,+,0.6283
CDC5L,0.484,+,0.6283
HCN3,0.484,+,0.6285
EEF1A2,-0.483,-,0.6288
SOS1,0.481,+,0.6305
CREB3,0.481,+,0.6306
RAB20,0.48,+,0.6309
TAS2R10,-0.48,-,0.6314
CRIM1,0.48,+,0.6315
UQCRB,-0.479,-,0.6319
POU2F2,0.479,+,0.6323
ORAI2,0.478,+,0.6326
AK1,-0.478,-,0.6326
C14orf181,-0.477,-,0.633
ZNF784,0.477,+,0.633
FAM208A,0.477,+,0.6334
CRYL1,0.476,+,0.6338
ISG20,-0.476,-,0.6338
ZNF624,-0.476,-,0.6342
CDK5R1,0.476,+,0.6343
HCRT,-0.476,-,0.6344
KIAA0100,0.475,+,0.6344
SLC19A2,-0.476,-,0.6344
TRIM52,-0.475,-,0.6345
H1FX,0.475,+,0.6346
CNNM2,0.475,+,0.6349
PNMA3,0.475,+,0.6349
GAL3ST2,-0.475,-,0.635
NANP,0.474,+,0.6354
DENND6A,0.474,+,0.6355
ACTR3C,-0.474,-,0.6356
CYB5B,0.473,+,0.636
LAMTOR3,0.473,+,0.6362
SAMD10,-0.473,-,0.6362
CEACAM3,-0.473,-,0.6362
PHF23,0.472,+,0.6366
SUMO1P3,0.471,+,0.6379
EMC10,0.468,+,0.6397
MAP10,-0.468,-,0.6398
C10orf12,-0.467,-,0.6406
USH1G,0.466,+,0.641
ACY1,-0.465,-,0.6416
SPAM1,-0.465,-,0.6417
ZNF652,-0.465,-,0.6419
RPIA,-0.465,-,0.6422
RFX3,-0.464,-,0.6423
KCTD18,-0.464,-,0.6424
SEMA4G,-0.464,-,0.6428
DDX59,-0.463,-,0.6432
CD81,-0.463,-,0.6432
SLC23A2,-0.463,-,0.6436
KCTD7,0.462,+,0.6438
GJA5,0.462,+,0.6442
TIMM8B,-0.462,-,0.6443
CYTH2,0.462,+,0.6444
SIGLEC7,-0.462,-,0.6444
MRPS22,0.461,+,0.6445
AP4S1,0.461,+,0.6445
ING2,0.461,+,0.645
FKBPL,-0.461,-,0.645
EOGT,0.46,+,0.6455
PPA2,-0.46,-,0.6457
NFAT5,0.459,+,0.6459
VPS37C,0.459,+,0.6461
C10orf91,0.459,+,0.6462
NLN,-0.459,-,0.6465
GTF2F1,0.459,+,0.6465
CEP250,-0.458,-,0.6466
TRO,-0.458,-,0.6469
SIGLEC10,0.458,+,0.6469
RAC3,-0.458,-,0.6472
SMARCC2,-0.457,-,0.6474
POLR3A,-0.456,-,0.6485
ZNF660,0.456,+,0.6485
FBXO18,-0.455,-,0.649
C20orf141,0.455,+,0.6491
ABHD13,0.455,+,0.6492
ADI1,0.455,+,0.6494
TPD52L1,-0.454,-,0.6495
EGFLAM,0.454,+,0.6495
MED7,-0.454,-,0.65
ATP6AP2,-0.453,-,0.6503
KIAA0232,0.453,+,0.6505
SLC25A45,-0.452,-,0.6511
LRRC41,-0.452,-,0.6513
HDAC3,-0.452,-,0.6514
C8orf48,0.451,+,0.652
CRCP,0.45,+,0.6529
KRTAP4-7,0.45,+,0.6529
IGBP1,-0.449,-,0.6531
SELT,0.449,+,0.6531
PHF21B,-0.449,-,0.6533
PPP1R12A,-0.449,-,0.6534
LEPRE1,0.449,+,0.6535
SUMO3,-0.448,-,0.654
TNFAIP1,-0.448,-,0.6542
ARHGDIG,0.447,+,0.6548
LINC01140,-0.446,-,0.6553
TIMM13,-0.446,-,0.6556
GSS,-0.446,-,0.6556
TUBA1C,-0.446,-,0.6557
TTC40,0.445,+,0.6561
EPGN,-0.445,-,0.6561
WDR7,0.445,+,0.6564
SLC7A9,-0.445,-,0.6564
SUMO1P1,0.445,+,0.6565
RAB1A,0.444,+,0.6569
GPN3,-0.443,-,0.6575
ZNF664,-0.443,-,0.6577
ATN1,-0.443,-,0.6577
SLC12A6,0.443,+,0.658
PMS1,-0.443,-,0.658
NUP210,-0.443,-,0.6581
CPLX1,0.443,+,0.6581
VDAC3,-0.441,-,0.6591
CHDC2,0.44,+,0.66
BBS12,0.44,+,0.66
LINC00982,0.44,+,0.6601
CXCL1,-0.439,-,0.6607
MRPS18C,0.439,+,0.6608
HILPDA,0.439,+,0.6609
LRRC61,-0.439,-,0.6609
RANBP10,0.439,+,0.661
BMPR1A,0.438,+,0.6617
NIPA2,-0.437,-,0.6618
C19orf54,0.437,+,0.662
ARPP19,-0.437,-,0.662
DHX35,-0.437,-,0.6623
FBRS,0.437,+,0.6624
GLCE,0.436,+,0.6627
OR52E5,0.436,+,0.6628
SMO,0.436,+,0.6629
COG8,-0.434,-,0.6643
NMB,0.433,+,0.665
LRRN2,0.433,+,0.6653
CXCL11,0.432,+,0.6654
SUV39H2,-0.432,-,0.6654
ZNF222,-0.432,-,0.6655
CMC2,0.432,+,0.6658
KLF8,-0.431,-,0.6661
LHFPL4,-0.431,-,0.6662
ART4,-0.431,-,0.6662
FUNDC2,-0.431,-,0.6662
SNX17,0.43,+,0.6669
CARM1,-0.43,-,0.6671
AMT,-0.43,-,0.6674
PSMD9,0.429,+,0.6678
CLIC4,0.429,+,0.6678
FOXN2,0.429,+,0.668
CCDC122,-0.429,-,0.668
ELOVL5,0.429,+,0.6681
IER2,-0.429,-,0.6681
FBXL16,-0.428,-,0.6683
USP24,-0.428,-,0.6684
SFT2D3,-0.428,-,0.6684
FAM178B,-0.427,-,0.6691
ZNF816-ZNF321P,-0.427,-,0.6692
UBL3,0.426,+,0.6701
POLA2,-0.426,-,0.6703
ESPN,-0.426,-,0.6704
TAF1B,0.425,+,0.6705
MASP2,-0.425,-,0.6706
BAIAP2L2,-0.425,-,0.671
ZNF142,0.424,+,0.6713
COL4A1,0.424,+,0.6714
ESRRG,-0.424,-,0.6715
FUOM,-0.424,-,0.6717
SH2B1,-0.424,-,0.6719
VTA1,-0.423,-,0.6723
ZRANB1,0.422,+,0.6727
CPLX2,-0.422,-,0.6729
YEATS2,-0.422,-,0.6733
RLF,0.421,+,0.6734
SIX5,0.42,+,0.6746
RHNO1,-0.419,-,0.6751
CRLF1,0.419,+,0.6753
ZNF467,0.418,+,0.6759
FMO4,0.418,+,0.676
PGLYRP4,0.418,+,0.6762
THRAP3,0.417,+,0.6766
SLC30A2,0.417,+,0.6769
KIAA1211L,0.417,+,0.6769
CBX8,0.416,+,0.6773
NCRNA00173,0.416,+,0.6775
SETD4,0.416,+,0.6775
DSN1,-0.416,-,0.6776
PTMS,0.416,+,0.6777
LMBR1L,0.415,+,0.6783
CFHR2,0.415,+,0.6783
RELA,0.414,+,0.6785
PBX2,-0.414,-,0.679
TP53INP1,-0.414,-,0.6792
CCDC84,-0.413,-,0.6797
C11orf80,0.413,+,0.6797
LIPC,-0.412,-,0.6801
NFKBIA,0.412,+,0.6802
SGPP1,0.412,+,0.6807
MIEN1,-0.412,-,0.6807
RGS13,0.411,+,0.6807
SGMS1,0.411,+,0.6807
SULT2B1,0.41,+,0.6818
NCKAP1,-0.408,-,0.6833
PIGV,-0.407,-,0.6841
SLC25A28,-0.406,-,0.6845
SYTL1,0.406,+,0.6848
MCM9,-0.405,-,0.6851
CA5B,-0.405,-,0.6853
SSR3,0.405,+,0.6854
GUCY1B3,0.405,+,0.6855
UBE2R2,0.405,+,0.6855
FOLR1,0.404,+,0.6859
ZNF366,0.404,+,0.6862
TGFB3,-0.404,-,0.6865
COMMD10,-0.403,-,0.6872
UCHL5,-0.402,-,0.6873
FBXL8,-0.403,-,0.6873
HOXA6,0.402,+,0.6879
ZFP64,-0.402,-,0.6879
ADM,0.401,+,0.6881
FOCAD,0.401,+,0.6884
CCDC146,0.401,+,0.6887
H2AFV,0.399,+,0.6897
DTL,0.399,+,0.6898
IFNA7,0.399,+,0.6901
KCNQ4,0.399,+,0.6902
SULT1B1,0.398,+,0.6903
HIST1H3A,0.398,+,0.6904
PFKM,-0.398,-,0.6909
CELSR1,0.397,+,0.6913
SPACA4,0.397,+,0.6916
VGLL1,0.395,+,0.693
STRC,-0.395,-,0.693
HEY1,0.395,+,0.6931
HES2,-0.394,-,0.6933
HAND2,0.394,+,0.6938
NDUFS3,-0.394,-,0.6939
TUBGCP2,-0.393,-,0.6943
MYOM1,-0.393,-,0.6944
C7orf25,0.393,+,0.6946
INS,-0.392,-,0.6953
CRAMP1L,0.392,+,0.6954
C4BPA,-0.39,-,0.6962
LENG8,-0.39,-,0.6968
EIF2AK4,0.388,+,0.6981
MMS22L,-0.386,-,0.6991
UBL4A,-0.386,-,0.6993
CCDC96,0.385,+,0.7001
CNOT3,0.385,+,0.7004
PSMA2,0.385,+,0.7006
KEL,0.384,+,0.7007
P2RX4,0.384,+,0.7007
SLC24A1,-0.384,-,0.7008
EVPL,0.384,+,0.7008
PITPNA,-0.384,-,0.7009
CES2,0.384,+,0.7009
SLC16A4,0.384,+,0.701
SLC4A1,0.383,+,0.7015
SMIM7,0.383,+,0.7015
NTPCR,-0.382,-,0.7022
PPP2R2A,-0.382,-,0.7022
TMX1,-0.382,-,0.7025
PIN4,-0.382,-,0.7027
MAP3K14,-0.381,-,0.7034
LINC00477,-0.381,-,0.7035
CEP350,0.379,+,0.7047
TOB1,-0.379,-,0.7049
SPRYD4,-0.378,-,0.7051
SLC25A22,-0.378,-,0.7053
SGOL2,-0.377,-,0.706
MAU2,-0.377,-,0.706
MAN2A1,0.377,+,0.7061
MTMR4,0.377,+,0.7065
NKAP,-0.376,-,0.707
HLCS,0.376,+,0.707
GRB14,0.376,+,0.7072
SLC35F5,0.375,+,0.7076
APOBR,0.375,+,0.7079
IL2RG,0.374,+,0.7081
MTHFS,0.374,+,0.7081
CCDC90B,-0.374,-,0.7082
SLC25A11,0.373,+,0.7088
PRKD2,0.373,+,0.7094
NKX6-3,0.373,+,0.7095
SSNA1,-0.372,-,0.7098
DOHH,-0.372,-,0.7099
PFDN4,-0.371,-,0.7104
OTX2,0.371,+,0.7108
PRKAR1A,0.37,+,0.7113
DST,0.37,+,0.7117
ARHGAP10,0.37,+,0.7117
PRR24,-0.369,-,0.7122
MLH1,0.369,+,0.7122
RAI2,-0.368,-,0.7126
SOCS4,-0.368,-,0.7127
COL18A1,-0.368,-,0.7129
SPRN,0.367,+,0.7134
FAM134C,0.367,+,0.7137
TMED3,-0.367,-,0.7139
NCRNA00115,0.366,+,0.714
CTSO,-0.366,-,0.7142
MED13L,-0.366,-,0.7145
REN,0.365,+,0.7148
GALNT1,-0.365,-,0.7152
DENND5A,-0.365,-,0.7153
STX18,0.365,+,0.7154
RNF113B,-0.364,-,0.7156
MED20,0.364,+,0.7156
ALDH1A2,-0.364,-,0.7159
KANK3,0.364,+,0.7161
KANK1,0.363,+,0.7163
ASB6,0.362,+,0.717
RASSF7,0.362,+,0.717
OR2H2,-0.362,-,0.7173
SEL1L,-0.361,-,0.7178
MAPT,0.361,+,0.7181
POLR3D,-0.361,-,0.7182
KRT81,0.361,+,0.7184
TP53TG1,0.36,+,0.7185
LRRC42,0.36,+,0.7188
ZNF185,-0.359,-,0.7197
PFDN5,0.359,+,0.7198
NT5C3A,-0.358,-,0.7201
SPTY2D1,0.358,+,0.7204
UBE2O,0.358,+,0.7205
NAPSB,-0.357,-,0.7208
FER,-0.357,-,0.721
C15orf39,-0.356,-,0.7221
SNW1,0.355,+,0.7224
C19orf43,-0.355,-,0.7226
BBX,-0.355,-,0.7226
IFNW1,0.355,+,0.7228
FFAR1,0.354,+,0.723
PTGFRN,-0.354,-,0.7232
EAPP,0.354,+,0.7232
KDM6A,-0.354,-,0.7236
ADCY10,-0.354,-,0.7237
ARHGEF2,-0.352,-,0.7246
NCKIPSD,0.352,+,0.7248
EPS8L2,-0.352,-,0.7249
GINM1,-0.351,-,0.7252
KLHDC8A,-0.351,-,0.7253
YIPF4,-0.351,-,0.7257
DONSON,0.35,+,0.7266
CSMD1,0.349,+,0.7268
THOC5,-0.349,-,0.7269
ELMO3,0.349,+,0.7274
TMEM248,0.348,+,0.7276
SLC38A7,0.348,+,0.7278
POTEE,-0.348,-,0.7278
SGSH,0.348,+,0.7279
SART1,-0.348,-,0.728
KDELC2,0.348,+,0.7281
SMARCD2,0.348,+,0.7282
PDSS1,-0.347,-,0.7283
PQBP1,-0.347,-,0.7284
FAM188B,-0.347,-,0.7285
DSCR10,-0.347,-,0.7287
SLC2A5,-0.346,-,0.7292
IGFBP6,0.346,+,0.7292
GBAS,-0.346,-,0.7294
RELL2,0.346,+,0.7294
PANK3,-0.346,-,0.7295
NXF2,-0.345,-,0.7298
NECAP2,-0.345,-,0.7299
SH3GL1,-0.345,-,0.7302
DNAJC16,-0.343,-,0.7312
SPNS3,-0.343,-,0.7315
SAR1A,0.343,+,0.7316
SNX12,-0.343,-,0.7316
NEO1,-0.343,-,0.7318
EMC4,0.343,+,0.7319
FAM76B,-0.342,-,0.7322
PIPSL,-0.342,-,0.7322
CDK1,0.342,+,0.7326
POMT2,0.341,+,0.7328
SCAF1,0.341,+,0.7328
GUCD1,0.341,+,0.7333
ATF1,-0.34,-,0.7338
RAB4A,-0.34,-,0.7339
DMXL1,-0.339,-,0.7342
CYB5R1,-0.34,-,0.7342
HSD11B1,0.339,+,0.7343
FAM167A,0.339,+,0.7345
ZSCAN25,0.339,+,0.7347
TMEM160,0.339,+,0.7347
ZNF623,-0.339,-,0.7349
SETD9,0.338,+,0.735
PRR22,-0.338,-,0.7352
LINC00852,-0.338,-,0.7353
PEPD,0.337,+,0.7359
MECP2,0.337,+,0.7364
PEX2,0.336,+,0.7366
KRTAP3-2,-0.336,-,0.7369
TTC1,-0.336,-,0.7369
ENTPD5,-0.336,-,0.7369
AZGP1,0.335,+,0.7373
SCLT1,-0.335,-,0.7377
ADH6,0.335,+,0.7378
RNF4,-0.334,-,0.738
KLHL26,-0.334,-,0.7381
TNNI3K,-0.334,-,0.7383
RHBDL1,0.334,+,0.7384
ENKD1,-0.333,-,0.7389
ITCH,0.333,+,0.7389
GFRA1,0.333,+,0.7389
RRP7A,-0.333,-,0.739
LRRC28,-0.333,-,0.7391
CCDC176,-0.332,-,0.7396
NETO1,0.332,+,0.7399
TRIM8,0.331,+,0.7407
SFPQ,-0.331,-,0.7409
C11orf49,-0.33,-,0.7412
AUH,-0.329,-,0.7425
ITPR2,-0.328,-,0.7429
TTI2,0.328,+,0.7432
PRICKLE2,0.327,+,0.7433
INPP5B,-0.327,-,0.7434
CCND1,-0.327,-,0.7436
TEKT1,0.325,+,0.7448
CARNS1,0.325,+,0.7448
BAIAP2-AS1,0.325,+,0.7452
ZSCAN2,-0.325,-,0.7455
CCL2,-0.324,-,0.7457
SPOCK1,0.324,+,0.7459
TXNRD2,-0.323,-,0.7464
MTL5,-0.323,-,0.7465
ANKRD23,-0.323,-,0.7466
SHROOM3,-0.322,-,0.7473
ZNF223,-0.322,-,0.7476
CCDC51,0.321,+,0.7485
UCN,0.32,+,0.7487
HSCB,0.32,+,0.7492
XAGE3,0.32,+,0.7493
ENG,-0.32,-,0.7493
TRIM49,0.319,+,0.7499
DHRS13,0.319,+,0.75
KLKB1,0.318,+,0.7507
ANTXR1,0.317,+,0.7509
TMEM14A,0.317,+,0.751
PLK4,-0.317,-,0.7512
DNAL1,-0.317,-,0.7512
RGS3,0.316,+,0.7519
CACNA1I,0.316,+,0.752
ERI3,-0.316,-,0.7521
FAM204A,0.315,+,0.7529
ERRFI1,-0.315,-,0.7529
USP39,0.315,+,0.753
ZNF460,-0.315,-,0.753
PPIL2,-0.314,-,0.7535
POLR2G,0.313,+,0.7542
ZNF45,-0.311,-,0.7556
TARS2,-0.311,-,0.7558
TAS2R38,-0.31,-,0.7563
SLC16A13,0.31,+,0.7568
LCORL,-0.309,-,0.7575
ZNF71,0.308,+,0.7577
GINS2,0.308,+,0.7579
HMGN2,-0.308,-,0.758
CD4,-0.308,-,0.7583
KIF2C,0.308,+,0.7584
PTGER3,0.307,+,0.7587
INPP4B,-0.306,-,0.7598
LCOR,-0.305,-,0.76
SPDYE1,0.305,+,0.7603
MNDA,0.305,+,0.7605
TMEM2,-0.305,-,0.7605
TREML4,-0.304,-,0.7608
STARD3,0.304,+,0.7611
ZNF799,-0.304,-,0.7613
ABCA8,0.303,+,0.7615
PANK1,0.303,+,0.762
CDK9,0.303,+,0.7622
KLC2,0.302,+,0.7627
UCK2,-0.302,-,0.7629
GCHFR,0.3,+,0.7641
IL10,0.3,+,0.7645
HIST1H3I,-0.299,-,0.7647
PNP,0.299,+,0.7649
DNASE1L2,0.299,+,0.7652
RNF185,-0.299,-,0.7652
KCNMB2,-0.297,-,0.7665
WDR45B,0.296,+,0.7669
SGK196,0.296,+,0.767
AMZ2,0.296,+,0.7671
ENDOV,-0.296,-,0.7674
TAL1,-0.295,-,0.7679
CD80,-0.295,-,0.7681
CIITA,0.295,+,0.7683
TACSTD2,0.294,+,0.7688
TMED4,0.293,+,0.7691
LHFPL3,-0.293,-,0.7694
TXNDC12,-0.293,-,0.7698
OR4D10,-0.293,-,0.7698
CACNG8,0.292,+,0.7699
ASCC1,-0.292,-,0.7701
SMPD2,0.292,+,0.7703
GNRH1,0.292,+,0.7707
PEX6,-0.29,-,0.772
SPARC,-0.29,-,0.772
PPP1R32,0.289,+,0.7722
NMT1,-0.289,-,0.7724
TBC1D17,-0.288,-,0.7734
IL17REL,0.288,+,0.7737
SLCO2B1,0.287,+,0.7742
IFNLR1,0.286,+,0.7746
ADCK4,-0.286,-,0.7748
ZNF398,0.286,+,0.775
NOL12,-0.286,-,0.7751
ANP32A,-0.285,-,0.7756
RAB14,-0.284,-,0.7761
TRAPPC3,0.284,+,0.7764
RNFT1,0.284,+,0.7765
CCDC115,-0.283,-,0.7772
DYNC1I2,0.283,+,0.7774
KAT5,-0.282,-,0.7779
RERE,0.282,+,0.7779
ANP32C,0.281,+,0.7784
C19orf68,0.281,+,0.7785
TYW1,0.281,+,0.7787
ENO1,-0.28,-,0.7797
SRCAP,0.28,+,0.7798
C8orf31,-0.279,-,0.78
RPS19BP1,-0.279,-,0.7805
IREB2,-0.278,-,0.781
SIRPA,-0.278,-,0.7812
TWF1,-0.277,-,0.7819
GABRB3,0.277,+,0.7819
MYL1,0.277,+,0.7821
PSTK,-0.276,-,0.7822
DRG2,0.276,+,0.7823
TSG101,-0.276,-,0.7823
ISOC1,0.276,+,0.7823
IFNL1,-0.276,-,0.7823
WBSCR27,0.275,+,0.7831
EPC2,0.275,+,0.7834
NXPE3,-0.274,-,0.7838
FLJ11040,0.274,+,0.7841
C18orf21,-0.274,-,0.7842
PRR14L,0.273,+,0.7847
DZANK1,0.273,+,0.7851
TMEM59L,-0.272,-,0.7854
FAM98C,0.272,+,0.7858
SNF8,-0.272,-,0.7859
GPN2,0.272,+,0.786
MANSC1,-0.271,-,0.7863
CHMP2B,0.271,+,0.7868
LYG1,0.27,+,0.7869
TDRD1,-0.27,-,0.7873
UBL7,0.269,+,0.7876
TSC2,-0.269,-,0.7878
PTN,-0.269,-,0.7881
GTDC1,-0.269,-,0.7882
MBNL3,-0.268,-,0.7885
CNNM4,0.268,+,0.7888
PAQR7,0.268,+,0.7889
SNRNP35,0.267,+,0.7892
IFT140,-0.266,-,0.79
PSMD11,0.265,+,0.7914
GTF2A2,0.264,+,0.7916
SLC35D2,-0.263,-,0.7922
MREG,-0.263,-,0.7923
TM9SF4,-0.263,-,0.7926
DNAJB14,0.263,+,0.7926
NANOS1,-0.262,-,0.7932
POU2F1,0.262,+,0.7934
PYY2,-0.262,-,0.7935
CLEC2B,-0.261,-,0.7942
ACOT8,-0.26,-,0.7946
PWP2,-0.26,-,0.7948
ZCCHC16,0.26,+,0.7949
WDFY4,-0.26,-,0.7951
ARFGAP1,0.26,+,0.7952
LDB1,-0.26,-,0.7952
TMEM106C,0.258,+,0.7963
HCRTR2,0.258,+,0.7964
FAM120A,-0.258,-,0.7967
EHMT2,-0.258,-,0.7968
WDR81,0.257,+,0.7975
DNAJC11,0.257,+,0.7975
AHDC1,0.256,+,0.7976
ZNF687,0.256,+,0.7976
PHOX2A,0.256,+,0.7977
COG7,0.256,+,0.7977
FCER1A,-0.256,-,0.798
PKIB,-0.255,-,0.7985
ANKMY2,0.255,+,0.7985
UTRN,0.255,+,0.7985
ANAPC15,0.254,+,0.7994
SEC61A2,-0.254,-,0.7995
SH3TC2,0.254,+,0.7996
ATP6V0A2,-0.254,-,0.7997
OR1S2,-0.254,-,0.7997
MDM1,0.254,+,0.7999
C19orf70,0.253,+,0.8004
HMGN3,-0.252,-,0.801
MBD4,-0.252,-,0.8013
CLEC4F,-0.252,-,0.8013
TMED2,-0.251,-,0.8015
FIS1,-0.251,-,0.8018
KRTAP12-4,0.251,+,0.8019
TRAPPC12,-0.25,-,0.8023
FPGS,0.25,+,0.8024
LPPR1,-0.25,-,0.8024
CALCA,0.25,+,0.8025
EID1,0.25,+,0.8028
TUBGCP3,-0.249,-,0.803
ZNF747,0.249,+,0.8033
ORMDL2,-0.248,-,0.8038
ATG2B,0.248,+,0.8043
PAFAH1B2,0.247,+,0.8046
CCDC65,-0.247,-,0.8046
CCDC134,-0.247,-,0.8048
LRP5,-0.246,-,0.8053
MARS,-0.246,-,0.8055
MMEL1,-0.246,-,0.8055
BCAP31,-0.246,-,0.8061
SS18L1,-0.244,-,0.8073
NAIF1,0.244,+,0.8074
TNKS,0.244,+,0.8074
ZNF563,-0.243,-,0.8076
SLC37A1,0.243,+,0.8076
ST8SIA1,-0.243,-,0.8079
FZR1,0.243,+,0.8082
SGTB,-0.242,-,0.8086
AKT2,0.241,+,0.8094
C12orf49,0.241,+,0.8096
TMEM30A,0.241,+,0.8097
CCDC28A,-0.24,-,0.81
ARNTL,-0.24,-,0.81
B9D2,0.239,+,0.8109
ABT1,-0.238,-,0.8116
PDCD6IP,0.238,+,0.8119
ENPP7,-0.238,-,0.8119
HRAS,0.238,+,0.8121
PDGFC,0.237,+,0.8125
OR4D6,0.236,+,0.8131
NFIX,-0.236,-,0.8137
C21orf128,0.236,+,0.8138
DMBT1P1,0.235,+,0.814
RAD23B,0.235,+,0.8142
LYPLA2,0.234,+,0.8148
ZNF24,-0.234,-,0.815
MYBPH,-0.234,-,0.815
CERS4,-0.234,-,0.8151
ADAM7,0.234,+,0.8153
MAPK11,0.233,+,0.8155
DNASE1,0.232,+,0.8162
FBXO25,-0.232,-,0.8165
TCEB3,0.231,+,0.8171
AZI2,0.231,+,0.8172
RUNDC1,-0.231,-,0.8173
PLIN5,-0.231,-,0.8174
SLC22A5,0.23,+,0.8182
ATP13A1,-0.23,-,0.8184
ZMIZ1,0.229,+,0.8186
MED19,-0.229,-,0.8187
GLCCI1,-0.229,-,0.8188
AIFM2,0.229,+,0.819
TRAIP,0.229,+,0.819
ZNF259,-0.229,-,0.8193
BEND2,-0.228,-,0.8198
MTFMT,-0.228,-,0.82
DUSP28,-0.227,-,0.8201
MED27,0.227,+,0.8203
DNHL1,-0.227,-,0.8204
ACACB,-0.226,-,0.8214
PEX14,-0.225,-,0.8219
SNX2,-0.224,-,0.8229
ELP3,-0.223,-,0.8234
TGIF1,0.222,+,0.8247
SIRT6,0.221,+,0.825
CPPED1,0.221,+,0.8251
ECE2,0.221,+,0.8252
PPP4R2,-0.22,-,0.8256
LYPLA1,-0.22,-,0.8256
MRPL53,0.22,+,0.826
CETN2,-0.219,-,0.8263
DNAI2,0.219,+,0.8263
LCA5L,0.218,+,0.8273
MAML1,-0.217,-,0.8284
GRHPR,-0.216,-,0.8288
SUMO1,-0.215,-,0.8294
SMCHD1,0.215,+,0.8297
SLC12A9,-0.214,-,0.8305
ZNF641,0.214,+,0.8309
LUZP1,0.213,+,0.8312
NCAPD2,-0.212,-,0.8317
PLEKHA5,0.212,+,0.8319
ZNF324,0.212,+,0.8322
NOP9,-0.212,-,0.8324
C19orf25,-0.21,-,0.8339
FADS1,-0.21,-,0.8339
UFL1,-0.21,-,0.8339
PAGE5,-0.209,-,0.8341
CAB39,0.209,+,0.8342
